[Setup]
TimebaseHz=35000000
Samples=82

[Data]
0.01568628
0.02352941
0.02745098
0.03921569
0.03921569
0.05490196
0.05490196
0.04705883
0.0509804
0.03921569
0.03529412
0.02352941
0.02745098
0.03137255
0.03921569
0.0509804
0.05490196
0.05490196
0.0509804
0.02745098
0.02352941
0
-0.007843138
-0.02745098
-0.02745098
-0.003921569
0.01176471
0.08627451
0.1176471
0.1529412
0.1411765
0.04705883
0.007843138
-0.1176471
-0.1294118
-0.1019608
-0.05882353
0.08235294
0.1176471
0.1607843
0.1490196
0.03529412
-0.01568628
-0.1254902
-0.1411765
-0.09803922
-0.0627451
0.07450981
0.1098039
0.1529412
0.1372549
0.05490196
0.01960784
-0.05490196
-0.06666667
-0.03529412
-0.01568628
0.0627451
0.07843138
0.1019608
0.09411766
0.0627451
0.04705883
0.007843138
0.003921569
0.003921569
0.003921569
0.01568628
0.01568628
0.02352941
0.01960784
0.007843138
0.007843138
0.007843138
0.007843138
0.01176471
0.01176471
0.01568628
0.01960784
0.007843138
0.007843138
0.01568628

